title,price,img_src,link,author,publisher
모자,"9,000원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/492/16349271.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349271, 토마스 베른하르트,문학과지성사
다행인지 불행인지 1~4 - 전4권,"46,800원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/388/16338828.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16338828, 노희다,연담
전쟁과 사랑,"18,900원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/499/16349954.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349954, 엔도 슈사쿠,바오로딸
레이첼의 죽음으로부터,"12,600원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/392/16339264.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16339264, 플린 베리,작가정신
푸른 고양이(푸른사상 소설선 27),"13,500원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/486/16348602.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348602, 송지은,푸른사상
천산갑,"11,700원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/490/16349034.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349034, 정문,바른북스
케미컬 연애학,"9,000원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348361.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348361, 소상난소월,부크크(Bookk)
15만번의 챌린저 13,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/490/16349061.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349061, 예정후,로크미디어
HEIDI - 알프스 소녀 하이디 (영문원서),"19,300원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348388.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348388, 요하나 슈피리 (Johanna Spyri),부크크(Bookk)
회귀자의 그랜드슬램 16,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/490/16349063.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349063, mensol,로크미디어
할 말이 있어,"10,000원",https://bookthumb-phinf.pstatic.net/cover/163/484/16348409.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348409, 김민주,부크크(Bookk)
아닌 척 했지만,"13,000원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348343.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348343, 김보영,부크크(Bookk)
한 번쯤은 이야기해보고 싶었어,"14,000원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348345.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348345, 곽은용,부크크(Bookk)
가장 보통의 글,"13,500원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348347.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348347, 김지윤,부크크(Bookk)
계단 끝에 다락방,"12,000원",https://bookthumb-phinf.pstatic.net/cover/163/483/16348351.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16348351, 김계현,부크크(Bookk)
두 번 사는 랭커 18,"7,200원(-10%)",https://bookthumb-phinf.pstatic.net/cover/163/490/16349003.jpg?type=m1&udate=Mon May 11 16:11:05 KST 2020,http://book.naver.com/bookdb/book_detail.nhn?bid=16349003, 사도연,드림북스
